feature,importance
일사량,0.39441493
일조시간,0.23870228
총강수량,0.15250736
평균운량,0.051922105
평균기온,0.047202576
평균습도,0.04689115
평균풍속,0.03869403
총적설량,0.029665554
설비용량(MW),0.0
