feature,importance
일사량,0.24643162
설비용량(MW),0.20920347
일조시간,0.17001179
평균기온,0.16960174
평균운량,0.085696734
평균습도,0.06623373
총강수량,0.028334817
평균풍속,0.018909305
총적설량,0.0055767605
