날짜,발전기명,평균기온,평균습도,총강수량,총적설량,평균풍속,일조시간,일사량,평균운량,날씨코드,위도,경도
2022-04-25 00:00:00+00:00,동해바이오화력본부 태양광,19.26275,64.87267,19.7,0.0,7.072645,17761.537,15.37,100.0,63.0,37.48313,129.1453
2022-04-26 00:00:00+00:00,동해바이오화력본부 태양광,18.444,67.34265,0.0,0.0,10.334485,26690.576,14.52,82.791664,3.0,37.48313,129.1453
2022-04-27 00:00:00+00:00,동해바이오화력본부 태양광,13.22525,65.61742,0.0,0.0,10.514673,45030.508,25.62,37.708332,3.0,37.48313,129.1453
2022-04-28 00:00:00+00:00,동해바이오화력본부 태양광,12.98775,76.31393,10.200001,0.0,10.915565,28800.0,17.75,92.5,63.0,37.48313,129.1453
2022-04-29 00:00:00+00:00,동해바이오화력본부 태양광,8.408584,87.16706,12.4,0.0,11.226748,6521.0117,7.04,95.75,63.0,37.48313,129.1453
2022-04-30 00:00:00+00:00,동해바이오화력본부 태양광,13.064834,59.739803,0.0,0.0,10.170399,36978.086,18.04,78.375,3.0,37.48313,129.1453
2022-05-01 00:00:00+00:00,동해바이오화력본부 태양광,12.552335,49.85257,0.2,0.0,9.681473,45522.746,23.82,17.708334,51.0,37.48313,129.1453
2022-05-02 00:00:00+00:00,동해바이오화력본부 태양광,10.283584,68.80948,2.8999999,0.0,10.54605,45532.656,21.43,25.625,61.0,37.48313,129.1453
2022-05-03 00:00:00+00:00,동해바이오화력본부 태양광,17.679417,34.585102,0.0,0.0,29.927862,45700.19,26.02,5.625,1.0,37.48313,129.1453
2022-05-04 00:00:00+00:00,동해바이오화력본부 태양광,21.221085,40.747932,0.0,0.0,23.57638,46155.348,26.27,0.0,0.0,37.48313,129.1453
2022-05-05 00:00:00+00:00,동해바이오화력본부 태양광,19.416916,50.751648,0.0,0.0,7.3856235,46205.668,26.55,2.7916667,1.0,37.48313,129.1453
2022-05-06 00:00:00+00:00,동해바이오화력본부 태양광,20.287748,63.258167,0.0,0.0,7.6939626,38692.58,25.07,76.458336,3.0,37.48313,129.1453
2022-05-07 00:00:00+00:00,동해바이오화력본부 태양광,12.500252,76.61203,4.3999996,0.0,8.356206,5934.8384,9.04,99.541664,61.0,37.48313,129.1453
2022-05-08 00:00:00+00:00,동해바이오화력본부 태양광,13.433585,65.1717,2.1999998,0.0,6.121843,8362.3955,10.48,87.541664,53.0,37.48313,129.1453
2022-05-09 00:00:00+00:00,동해바이오화력본부 태양광,14.356502,48.011303,0.0,0.0,5.375956,42806.97,26.83,51.833332,3.0,37.48313,129.1453
2022-05-10 00:00:00+00:00,동해바이오화력본부 태양광,14.666917,54.944576,0.0,0.0,9.182678,40771.883,24.33,41.041668,3.0,37.48313,129.1453
2022-05-11 00:00:00+00:00,동해바이오화력본부 태양광,18.677336,64.714,0.0,0.0,6.177159,36407.613,23.51,85.833336,3.0,37.48313,129.1453
2022-05-12 00:00:00+00:00,동해바이오화력본부 태양광,15.229416,79.287025,0.0,0.0,10.160247,28407.828,18.84,92.125,3.0,37.48313,129.1453
2022-05-13 00:00:00+00:00,동해바이오화력본부 태양광,12.452334,81.119835,4.1,0.0,10.356188,7399.7217,8.86,70.958336,53.0,37.48313,129.1453
2022-05-14 00:00:00+00:00,동해바이오화력본부 태양광,15.475249,46.954494,0.0,0.0,9.86839,42163.168,24.0,88.375,3.0,37.48313,129.1453
2022-05-15 00:00:00+00:00,동해바이오화력본부 태양광,14.916916,42.711163,0.0,0.0,14.348206,46703.156,26.79,8.0,2.0,37.48313,129.1453
2022-05-16 00:00:00+00:00,동해바이오화력본부 태양광,17.948164,47.02428,0.0,0.0,10.634458,46751.145,26.93,5.125,1.0,37.48313,129.1453
2022-05-17 00:00:00+00:00,동해바이오화력본부 태양광,19.381502,60.056973,1.0,0.0,8.196351,46798.586,26.37,6.6666665,51.0,37.48313,129.1453
2022-05-18 00:00:00+00:00,동해바이오화력본부 태양광,21.487753,45.199383,0.2,0.0,13.120149,37642.008,20.4,43.708332,51.0,37.48313,129.1453
2022-05-19 00:00:00+00:00,동해바이오화력본부 태양광,21.529417,38.084793,0.0,0.0,9.74894,39358.027,21.48,99.958336,3.0,37.48313,129.1453
2022-05-20 00:00:00+00:00,동해바이오화력본부 태양광,21.316917,48.75501,0.2,0.0,8.272442,45976.535,24.96,33.708332,51.0,37.48313,129.1453
2022-05-21 00:00:00+00:00,동해바이오화력본부 태양광,22.837751,50.84741,0.1,0.0,13.782902,46800.0,25.74,23.125,51.0,37.48313,129.1453
2022-05-22 00:00:00+00:00,동해바이오화력본부 태양광,19.30025,70.669266,0.0,0.0,6.987375,46800.0,23.07,20.666666,3.0,37.48313,129.1453
2022-05-23 00:00:00+00:00,동해바이오화력본부 태양광,23.010668,58.832836,0.0,0.0,10.80434,46800.0,26.76,24.208334,3.0,37.48313,129.1453
2022-05-24 00:00:00+00:00,동해바이오화력본부 태양광,24.473166,52.796112,0.0,0.0,8.256826,46800.0,26.63,47.166668,3.0,37.48313,129.1453
2022-05-25 00:00:00+00:00,동해바이오화력본부 태양광,23.094,55.75705,0.6,0.0,9.478021,42411.242,24.48,69.083336,53.0,37.48313,129.1453
2022-05-26 00:00:00+00:00,동해바이오화력본부 태양광,19.291918,48.540592,0.4,0.0,9.172776,42048.746,25.9,29.208334,51.0,37.48313,129.1453
2022-05-27 00:00:00+00:00,동해바이오화력본부 태양광,19.710667,56.685303,0.0,0.0,11.840714,37627.926,18.72,30.25,3.0,37.48313,129.1453
2022-05-28 00:00:00+00:00,동해바이오화력본부 태양광,25.391916,34.131985,0.0,0.0,22.636782,46931.84,26.83,29.125,3.0,37.48313,129.1453
2022-05-29 00:00:00+00:00,동해바이오화력본부 태양광,23.233583,45.7023,0.0,0.0,5.721817,36611.957,25.26,60.5,3.0,37.48313,129.1453
2022-05-30 00:00:00+00:00,동해바이오화력본부 태양광,19.03775,73.03383,1.5000001,0.0,6.5945067,35134.938,17.42,61.25,53.0,37.48313,129.1453
2022-05-31 00:00:00+00:00,동해바이오화력본부 태양광,21.73775,38.76076,0.0,0.0,7.07101,43200.0,26.8,41.5,3.0,37.48313,129.1453
2022-06-01 00:00:00+00:00,동해바이오화력본부 태양광,22.519,37.840195,0.0,0.0,9.721224,47159.56,25.82,12.125,3.0,37.48313,129.1453
2022-06-02 00:00:00+00:00,동해바이오화력본부 태양광,23.237753,51.38745,0.0,0.0,8.174269,46920.242,28.05,36.375,3.0,37.48313,129.1453
2022-06-03 00:00:00+00:00,동해바이오화력본부 태양광,18.677334,80.333534,0.1,0.0,8.268508,39963.906,24.24,81.875,51.0,37.48313,129.1453
2022-06-04 00:00:00+00:00,동해바이오화력본부 태양광,18.612751,80.403114,0.2,0.0,10.967227,26324.828,20.47,94.791664,51.0,37.48313,129.1453
2022-06-05 00:00:00+00:00,동해바이오화력본부 태양광,17.466917,92.23292,20.4,0.0,11.114643,1565.857,8.73,99.25,63.0,37.48313,129.1453
2022-06-06 00:00:00+00:00,동해바이오화력본부 태양광,14.375249,94.63085,45.2,0.0,16.883593,0.0,5.2,99.041664,65.0,37.48313,129.1453
2022-06-07 00:00:00+00:00,동해바이오화력본부 태양광,14.8585825,81.94515,3.9999995,0.0,8.127315,17549.586,13.29,96.5,61.0,37.48313,129.1453
2022-06-08 00:00:00+00:00,동해바이오화력본부 태양광,15.22525,82.46116,0.0,0.0,5.314191,43910.66,19.31,72.708336,3.0,37.48313,129.1453
2022-06-09 00:00:00+00:00,동해바이오화력본부 태양광,16.941916,88.852135,1.1000001,0.0,5.677166,31238.959,18.75,51.666668,53.0,37.48313,129.1453
2022-06-10 00:00:00+00:00,동해바이오화력본부 태양광,20.444,85.3236,1.8,0.0,4.961985,39156.074,23.82,87.041664,61.0,37.48313,129.1453
2022-06-11 00:00:00+00:00,동해바이오화력본부 태양광,17.673168,90.96002,1.1,0.0,6.370749,29891.537,16.56,73.958336,51.0,37.48313,129.1453
2022-06-12 00:00:00+00:00,동해바이오화력본부 태양광,18.052334,88.54693,0.1,0.0,6.353233,31662.82,20.75,99.375,51.0,37.48313,129.1453
2022-06-13 00:00:00+00:00,동해바이오화력본부 태양광,17.829416,87.292915,3.7000003,0.0,13.077099,33704.086,20.08,93.666664,53.0,37.48313,129.1453
2022-06-14 00:00:00+00:00,동해바이오화력본부 태양광,16.1315,84.225365,15.899999,0.0,12.791818,23049.43,16.32,97.5,63.0,37.48313,129.1453
2022-06-15 00:00:00+00:00,동해바이오화력본부 태양광,16.721085,88.70707,3.7,0.0,7.293136,23573.902,16.14,88.083336,61.0,37.48313,129.1453
2022-06-16 00:00:00+00:00,동해바이오화력본부 태양광,21.110666,74.418175,3.1,0.0,7.080443,46913.293,23.08,22.458334,53.0,37.48313,129.1453
2022-06-17 00:00:00+00:00,동해바이오화력본부 태양광,24.356499,73.23557,0.0,0.0,7.015302,46800.0,27.35,39.625,3.0,37.48313,129.1453
2022-06-18 00:00:00+00:00,동해바이오화력본부 태양광,24.3815,83.40897,5.0,0.0,4.6903167,43586.363,23.5,37.25,61.0,37.48313,129.1453
2022-06-19 00:00:00+00:00,동해바이오화력본부 태양광,24.754417,83.35915,1.5,0.0,5.772789,46917.71,24.29,15.0,53.0,37.48313,129.1453
2022-06-20 00:00:00+00:00,동해바이오화력본부 태양광,23.779417,83.72471,0.0,0.0,6.1113067,47041.11,25.52,7.4583335,1.0,37.48313,129.1453
2022-06-21 00:00:00+00:00,동해바이오화력본부 태양광,24.71483,86.53219,0.0,0.0,6.878321,44214.11,25.21,69.791664,3.0,37.48313,129.1453
2022-06-22 00:00:00+00:00,동해바이오화력본부 태양광,26.281504,81.31732,0.0,0.0,5.6970735,43233.766,23.84,82.583336,3.0,37.48313,129.1453
2022-06-23 00:00:00+00:00,동해바이오화력본부 태양광,27.219002,80.058655,14.7,0.0,11.493407,24417.637,16.97,99.75,63.0,37.48313,129.1453
2022-06-24 00:00:00+00:00,동해바이오화력본부 태양광,25.877333,68.4819,0.0,0.0,18.352907,44870.797,24.41,45.625,3.0,37.48313,129.1453
2022-06-25 00:00:00+00:00,동해바이오화력본부 태양광,27.712751,63.66701,0.0,0.0,21.572891,39542.48,25.88,51.208332,3.0,37.48313,129.1453
2022-06-26 00:00:00+00:00,동해바이오화력본부 태양광,27.348167,75.860344,1.3000001,0.0,12.475578,28522.32,18.64,100.0,51.0,37.48313,129.1453
2022-06-27 00:00:00+00:00,동해바이오화력본부 태양광,26.962751,80.39254,6.7,0.0,11.776595,6271.5938,7.98,100.0,61.0,37.48313,129.1453
2022-06-28 00:00:00+00:00,동해바이오화력본부 태양광,28.546082,73.03041,0.6,0.0,13.233433,6492.867,11.0,100.0,51.0,37.48313,129.1453
2022-06-29 00:00:00+00:00,동해바이오화력본부 태양광,27.26483,81.24261,2.8999999,0.0,7.938824,14130.445,12.92,99.791664,53.0,37.48313,129.1453
2022-06-30 00:00:00+00:00,동해바이오화력본부 태양광,25.769003,87.39889,6.1,0.0,5.26926,27853.297,14.59,82.625,63.0,37.48313,129.1453
2022-07-01 00:00:00+00:00,동해바이오화력본부 태양광,27.450247,78.30538,0.4,0.0,5.5537605,46946.387,25.71,17.416666,51.0,37.48313,129.1453
2022-07-02 00:00:00+00:00,동해바이오화력본부 태양광,27.39192,79.19798,0.0,0.0,6.0893264,44903.46,25.53,46.416668,3.0,37.48313,129.1453
2022-07-03 00:00:00+00:00,동해바이오화력본부 태양광,28.225252,75.750755,0.0,0.0,7.8525805,46800.0,25.5,67.416664,3.0,37.48313,129.1453
2022-07-04 00:00:00+00:00,동해바이오화력본부 태양광,27.423164,81.05655,0.1,0.0,3.2654903,39511.285,20.1,72.416664,51.0,37.48313,129.1453
2022-07-05 00:00:00+00:00,동해바이오화력본부 태양광,24.823166,89.61316,0.3,0.0,3.7681694,33142.33,20.47,59.666668,51.0,37.48313,129.1453
2022-07-06 00:00:00+00:00,동해바이오화력본부 태양광,25.556501,92.94344,2.6999998,0.0,5.438497,31013.297,17.43,96.5,55.0,37.48313,129.1453
2022-07-07 00:00:00+00:00,동해바이오화력본부 태양광,28.546087,80.62895,3.1000001,0.0,7.334803,23292.21,16.79,98.625,53.0,37.48313,129.1453
2022-07-08 00:00:00+00:00,동해바이오화력본부 태양광,28.333582,74.52148,0.2,0.0,6.336289,42868.01,22.54,53.208332,51.0,37.48313,129.1453
2022-07-09 00:00:00+00:00,동해바이오화력본부 태양광,26.066917,89.35798,2.3,0.0,7.2228527,34417.33,20.48,76.75,51.0,37.48313,129.1453
2022-07-10 00:00:00+00:00,동해바이오화력본부 태양광,24.23567,95.126,35.100002,0.0,5.7121215,22430.568,12.94,100.0,65.0,37.48313,129.1453
2022-07-11 00:00:00+00:00,동해바이오화력본부 태양광,23.973167,90.78181,12.0,0.0,10.003937,20556.674,15.29,96.291664,63.0,37.48313,129.1453
2022-07-12 00:00:00+00:00,동해바이오화력본부 태양광,22.785666,87.62128,0.3,0.0,4.943401,26928.787,18.87,93.0,51.0,37.48313,129.1453
2022-07-13 00:00:00+00:00,동해바이오화력본부 태양광,23.627335,91.32224,19.500002,0.0,8.859885,5667.8916,7.78,98.875,63.0,37.48313,129.1453
2022-07-14 00:00:00+00:00,동해바이오화력본부 태양광,23.089834,89.090454,2.8999999,0.0,7.794452,18117.223,11.91,68.5,55.0,37.48313,129.1453
2022-07-15 00:00:00+00:00,동해바이오화력본부 태양광,24.229418,87.10108,5.2999997,0.0,5.675986,43200.0,22.17,79.458336,61.0,37.48313,129.1453
2022-07-16 00:00:00+00:00,동해바이오화력본부 태양광,23.639837,88.774536,5.7999997,0.0,3.6120093,43980.13,21.08,58.708332,61.0,37.48313,129.1453
2022-07-17 00:00:00+00:00,동해바이오화력본부 태양광,24.398169,86.786766,13.6,0.0,5.2841635,38193.1,18.87,64.583336,65.0,37.48313,129.1453
2022-07-18 00:00:00+00:00,동해바이오화력본부 태양광,24.616919,87.71707,0.6,0.0,5.35407,37901.332,19.85,73.916664,51.0,37.48313,129.1453
2022-07-19 00:00:00+00:00,동해바이오화력본부 태양광,24.9065,87.615105,3.5,0.0,7.011572,35650.61,20.94,93.041664,61.0,37.48313,129.1453
2022-07-20 00:00:00+00:00,동해바이오화력본부 태양광,26.141916,80.996056,33.6,0.0,5.523108,23288.16,18.87,98.458336,65.0,37.48313,129.1453
2022-07-21 00:00:00+00:00,동해바이오화력본부 태양광,22.494001,92.052895,16.1,0.0,11.111709,7200.0,5.88,77.625,63.0,37.48313,129.1453
2022-07-22 00:00:00+00:00,동해바이오화력본부 태양광,22.45025,89.27357,2.5,0.0,7.372186,37501.06,17.67,71.625,53.0,37.48313,129.1453
2022-07-23 00:00:00+00:00,동해바이오화력본부 태양광,23.525253,90.199486,10.2,0.0,8.605003,27956.375,19.81,92.916664,63.0,37.48313,129.1453
2022-07-24 00:00:00+00:00,동해바이오화력본부 태양광,24.483583,93.282104,4.1999993,0.0,6.274037,29590.473,18.2,87.083336,53.0,37.48313,129.1453
2022-07-25 00:00:00+00:00,동해바이오화력본부 태양광,23.81275,92.95401,0.0,0.0,4.8959517,45931.062,21.68,57.791668,3.0,37.48313,129.1453
2022-07-26 00:00:00+00:00,동해바이오화력본부 태양광,23.535667,91.25043,0.0,0.0,4.273062,46643.266,24.05,80.583336,3.0,37.48313,129.1453
2022-07-27 00:00:00+00:00,동해바이오화력본부 태양광,24.369001,91.53837,0.8,0.0,7.2570367,37817.695,20.31,91.166664,51.0,37.48313,129.1453
2022-07-28 00:00:00+00:00,동해바이오화력본부 태양광,24.923164,91.94886,2.4,0.0,6.782412,33185.83,16.83,71.541664,51.0,37.48313,129.1453
2022-07-29 00:00:00+00:00,동해바이오화력본부 태양광,25.841919,93.292564,1.3000001,0.0,4.2542014,46800.0,21.97,57.5,53.0,37.48313,129.1453
2022-07-30 00:00:00+00:00,동해바이오화력본부 태양광,25.760666,91.40406,0.1,0.0,3.8789663,28800.0,17.9,86.041664,51.0,37.48313,129.1453
2022-07-31 00:00:00+00:00,동해바이오화력본부 태양광,26.354416,92.84558,36.5,0.0,7.2261124,3927.742,6.52,99.541664,63.0,37.48313,129.1453
2022-08-01 00:00:00+00:00,동해바이오화력본부 태양광,27.346079,91.45264,19.4,0.0,5.934469,13545.793,7.35,92.0,63.0,37.48313,129.1453
2022-08-02 00:00:00+00:00,동해바이오화력본부 태양광,28.20025,84.60466,20.599998,0.0,5.059994,26881.14,13.91,76.5,65.0,37.48313,129.1453
2022-08-03 00:00:00+00:00,동해바이오화력본부 태양광,29.400251,76.62691,3.0,0.0,9.513778,36000.0,19.1,70.375,61.0,37.48313,129.1453
2022-08-04 00:00:00+00:00,동해바이오화력본부 태양광,28.191917,84.30448,2.8999999,0.0,7.6205363,43408.8,22.09,40.791668,55.0,37.48313,129.1453
2022-08-05 00:00:00+00:00,동해바이오화력본부 태양광,29.17525,78.28655,0.6,0.0,6.4186435,43988.145,22.27,87.833336,51.0,37.48313,129.1453
2022-08-06 00:00:00+00:00,동해바이오화력본부 태양광,29.893997,76.27946,2.4,0.0,6.255598,44579.258,21.43,40.875,61.0,37.48313,129.1453
2022-08-07 00:00:00+00:00,동해바이오화력본부 태양광,29.93358,75.88211,1.8000002,0.0,9.1531515,22990.943,18.47,92.791664,51.0,37.48313,129.1453
2022-08-08 00:00:00+00:00,동해바이오화력본부 태양광,27.427336,88.332275,24.4,0.0,8.291309,3094.0896,5.8,99.625,63.0,37.48313,129.1453
2022-08-09 00:00:00+00:00,동해바이오화력본부 태양광,24.750246,91.6222,94.799995,0.0,6.2039986,1313.7067,5.48,99.916664,65.0,37.48313,129.1453
2022-08-10 00:00:00+00:00,동해바이오화력본부 태양광,24.827337,93.02811,49.200005,0.0,5.0438037,19911.973,12.48,99.458336,65.0,37.48313,129.1453
2022-08-11 00:00:00+00:00,동해바이오화력본부 태양광,24.289835,92.014595,29.900002,0.0,5.6175447,7005.369,5.6,57.791668,65.0,37.48313,129.1453
2022-08-12 00:00:00+00:00,동해바이오화력본부 태양광,25.998169,84.97675,0.0,0.0,5.390871,46197.977,25.69,23.0,3.0,37.48313,129.1453
2022-08-13 00:00:00+00:00,동해바이오화력본부 태양광,26.727335,89.30761,8.9,0.0,3.614972,17167.312,12.15,75.583336,63.0,37.48313,129.1453
2022-08-14 00:00:00+00:00,동해바이오화력본부 태양광,26.804419,87.858574,9.6,0.0,7.9282327,30988.273,18.33,96.166664,63.0,37.48313,129.1453
2022-08-15 00:00:00+00:00,동해바이오화력본부 태양광,28.310667,78.217735,18.3,0.0,11.003467,9890.615,9.71,100.0,63.0,37.48313,129.1453
2022-08-16 00:00:00+00:00,동해바이오화력본부 태양광,25.22525,87.03119,5.4999995,0.0,5.603004,38728.86,21.61,53.416668,61.0,37.48313,129.1453
2022-08-17 00:00:00+00:00,동해바이오화력본부 태양광,23.266916,90.59723,3.8999996,0.0,5.5464673,29003.861,13.41,63.916668,61.0,37.48313,129.1453
2022-08-18 00:00:00+00:00,동해바이오화력본부 태양광,24.364836,85.028046,0.3,0.0,7.7546725,29436.277,19.94,80.875,51.0,37.48313,129.1453
2022-08-19 00:00:00+00:00,동해바이오화력본부 태양광,26.652334,81.12187,57.199997,0.0,6.848179,15407.105,10.73,97.291664,65.0,37.48313,129.1453
2022-08-20 00:00:00+00:00,동해바이오화력본부 태양광,23.410666,89.12329,9.900001,0.0,5.3602014,14652.022,9.66,49.5,63.0,37.48313,129.1453
2022-08-21 00:00:00+00:00,동해바이오화력본부 태양광,23.241919,85.50207,0.0,0.0,6.8792233,45106.137,23.49,27.25,3.0,37.48313,129.1453
2022-08-22 00:00:00+00:00,동해바이오화력본부 태양광,26.908585,85.221886,13.200001,0.0,4.4976716,37528.43,21.52,88.583336,63.0,37.48313,129.1453
2022-08-23 00:00:00+00:00,동해바이오화력본부 태양광,22.9815,86.81013,4.2,0.0,5.087166,5200.6445,8.33,86.5,55.0,37.48313,129.1453
2022-08-24 00:00:00+00:00,동해바이오화력본부 태양광,21.900251,78.04319,0.5,0.0,7.095402,14793.885,12.23,77.791664,51.0,37.48313,129.1453
2022-08-25 00:00:00+00:00,동해바이오화력본부 태양광,22.579414,82.69818,4.0,0.0,7.6179504,13638.586,9.82,79.333336,61.0,37.48313,129.1453
2022-08-26 00:00:00+00:00,동해바이오화력본부 태양광,23.358582,74.01317,0.5,0.0,10.367815,38176.555,21.1,59.375,51.0,37.48313,129.1453
2022-08-27 00:00:00+00:00,동해바이오화력본부 태양광,20.279417,65.23777,0.0,0.0,7.626596,44333.86,24.46,2.4583333,1.0,37.48313,129.1453
2022-08-28 00:00:00+00:00,동해바이오화력본부 태양광,20.4065,70.63713,0.1,0.0,6.9553733,37834.996,23.66,69.958336,51.0,37.48313,129.1453
2022-08-29 00:00:00+00:00,동해바이오화력본부 태양광,20.569,86.74741,10.4,0.0,3.008672,0.0,4.9,99.458336,63.0,37.48313,129.1453
2022-08-30 00:00:00+00:00,동해바이오화력본부 태양광,19.989834,94.30837,55.800003,0.0,5.847976,0.0,3.35,100.0,63.0,37.48313,129.1453
2022-08-31 00:00:00+00:00,동해바이오화력본부 태양광,19.564833,90.08966,11.300001,0.0,8.239211,5527.556,4.41,78.791664,63.0,37.48313,129.1453
2022-09-01 00:00:00+00:00,동해바이오화력본부 태양광,21.54817,82.013824,0.0,0.0,3.8264964,36626.812,19.37,61.333332,3.0,37.48313,129.1453
2022-09-02 00:00:00+00:00,동해바이오화력본부 태양광,21.45025,86.78436,5.1000004,0.0,6.749227,29506.982,15.88,80.791664,55.0,37.48313,129.1453
2022-09-03 00:00:00+00:00,동해바이오화력본부 태양광,21.254414,85.31371,2.1000001,0.0,7.111116,25502.371,12.77,92.416664,53.0,37.48313,129.1453
2022-09-04 00:00:00+00:00,동해바이오화력본부 태양광,23.258581,92.833984,17.4,0.0,4.8681545,0.0,5.57,99.958336,63.0,37.48313,129.1453
2022-09-05 00:00:00+00:00,동해바이오화력본부 태양광,20.564833,94.49411,97.200005,0.0,17.333647,0.0,2.53,100.0,65.0,37.48313,129.1453
2022-09-06 00:00:00+00:00,동해바이오화력본부 태양광,20.841919,70.072266,12.5,0.0,13.183952,27885.74,14.03,22.333334,65.0,37.48313,129.1453
2022-09-07 00:00:00+00:00,동해바이오화력본부 태양광,21.298166,64.70845,0.0,0.0,5.9482026,42043.484,23.5,4.875,2.0,37.48313,129.1453
2022-09-08 00:00:00+00:00,동해바이오화력본부 태양광,20.41275,78.32072,0.0,0.0,4.146429,40200.895,23.07,53.041668,3.0,37.48313,129.1453
2022-09-09 00:00:00+00:00,동해바이오화력본부 태양광,20.08358,77.652916,0.0,0.0,4.1010957,36000.0,21.03,86.583336,3.0,37.48313,129.1453
2022-09-10 00:00:00+00:00,동해바이오화력본부 태양광,21.181501,87.42962,0.0,0.0,10.625414,24277.584,14.71,97.5,3.0,37.48313,129.1453
2022-09-11 00:00:00+00:00,동해바이오화력본부 태양광,21.202333,90.79733,2.3999999,0.0,5.9181094,16144.5205,10.64,99.791664,53.0,37.48313,129.1453
2022-09-12 00:00:00+00:00,동해바이오화력본부 태양광,21.781502,89.42167,0.4,0.0,4.0602775,18000.0,13.15,99.875,51.0,37.48313,129.1453
2022-09-13 00:00:00+00:00,동해바이오화력본부 태양광,22.2315,90.43432,1.0000001,0.0,8.5527525,19163.086,13.59,99.125,51.0,37.48313,129.1453
2022-09-14 00:00:00+00:00,동해바이오화력본부 태양광,22.037752,86.52478,3.0,0.0,10.715995,27451.207,15.72,99.708336,53.0,37.48313,129.1453
2022-09-15 00:00:00+00:00,동해바이오화력본부 태양광,20.5565,84.74111,0.0,0.0,5.885034,36817.54,16.49,79.125,3.0,37.48313,129.1453
2022-09-16 00:00:00+00:00,동해바이오화력본부 태양광,23.11067,89.67786,0.2,0.0,8.156066,40266.117,15.91,57.833332,51.0,37.48313,129.1453
2022-09-17 00:00:00+00:00,동해바이오화력본부 태양광,26.077333,87.93339,4.2,0.0,5.049765,38274.06,18.32,74.833336,61.0,37.48313,129.1453
2022-09-18 00:00:00+00:00,동해바이오화력본부 태양광,23.423166,95.35305,24.2,0.0,17.470875,6212.8784,6.89,99.166664,63.0,37.48313,129.1453
2022-09-19 00:00:00+00:00,동해바이오화력본부 태양광,19.108583,70.744865,7.0999994,0.0,22.377214,11020.891,5.85,67.5,63.0,37.48313,129.1453
2022-09-20 00:00:00+00:00,동해바이오화력본부 태양광,14.864833,78.57587,1.0,0.0,6.0089498,14563.057,8.33,44.0,51.0,37.48313,129.1453
2022-09-21 00:00:00+00:00,동해바이오화력본부 태양광,15.669,68.60246,0.0,0.0,8.767106,40119.918,21.33,9.666667,3.0,37.48313,129.1453
2022-09-22 00:00:00+00:00,동해바이오화력본부 태양광,17.648167,74.097206,0.0,0.0,8.043437,33493.48,18.3,61.5,3.0,37.48313,129.1453
2022-09-23 00:00:00+00:00,동해바이오화력본부 태양광,18.279419,58.4363,0.0,0.0,15.06488,36619.85,19.23,44.791668,3.0,37.48313,129.1453
2022-09-24 00:00:00+00:00,동해바이오화력본부 태양광,18.066916,63.524,0.0,0.0,5.720385,36372.754,20.89,60.75,3.0,37.48313,129.1453
2022-09-25 00:00:00+00:00,동해바이오화력본부 태양광,18.021086,70.0982,0.0,0.0,5.7401977,13031.323,10.04,99.166664,3.0,37.48313,129.1453
2022-09-26 00:00:00+00:00,동해바이오화력본부 태양광,18.779417,78.74987,0.0,0.0,4.439343,31005.959,14.78,88.958336,3.0,37.48313,129.1453
2022-09-27 00:00:00+00:00,동해바이오화력본부 태양광,16.871084,83.35645,0.0,0.0,4.7855268,38914.266,19.16,54.875,3.0,37.48313,129.1453
2022-09-28 00:00:00+00:00,동해바이오화력본부 태양광,19.148167,75.81926,0.0,0.0,7.6118603,34883.805,14.57,56.291668,3.0,37.48313,129.1453
2022-09-29 00:00:00+00:00,동해바이오화력본부 태양광,19.637753,74.46084,0.0,0.0,7.5807896,38968.312,19.14,6.625,2.0,37.48313,129.1453
2022-09-30 00:00:00+00:00,동해바이오화력본부 태양광,21.146086,56.607914,0.0,0.0,9.9426565,38793.066,19.64,4.0416665,2.0,37.48313,129.1453
2022-10-01 00:00:00+00:00,동해바이오화력본부 태양광,21.773169,56.18832,0.0,0.0,5.8209443,33086.9,18.94,89.166664,3.0,37.48313,129.1453
2022-10-02 00:00:00+00:00,동해바이오화력본부 태양광,20.508585,84.484215,7.8999996,0.0,3.7573354,0.0,3.36,99.875,63.0,37.48313,129.1453
2022-10-03 00:00:00+00:00,동해바이오화력본부 태양광,23.075249,88.93762,44.100002,0.0,7.01795,14567.518,8.81,100.0,65.0,37.48313,129.1453
2022-10-04 00:00:00+00:00,동해바이오화력본부 태양광,14.852332,91.86022,44.5,0.0,12.810065,0.0,2.59,100.0,63.0,37.48313,129.1453
2022-10-05 00:00:00+00:00,동해바이오화력본부 태양광,13.781499,91.53259,28.800003,0.0,7.3286095,1056.7869,3.85,97.0,63.0,37.48313,129.1453
2022-10-06 00:00:00+00:00,동해바이오화력본부 태양광,14.612751,91.385315,52.299995,0.0,14.78246,0.0,3.08,100.0,63.0,37.48313,129.1453
2022-10-07 00:00:00+00:00,동해바이오화력본부 태양광,12.46275,91.116234,30.6,0.0,11.085415,0.0,3.34,95.791664,63.0,37.48313,129.1453
2022-10-08 00:00:00+00:00,동해바이오화력본부 태양광,13.8377495,72.79882,0.1,0.0,6.913685,27964.344,11.11,78.625,51.0,37.48313,129.1453
2022-10-09 00:00:00+00:00,동해바이오화력본부 태양광,14.731499,73.2587,4.4,0.0,18.108261,11938.711,9.15,83.666664,55.0,37.48313,129.1453
2022-10-10 00:00:00+00:00,동해바이오화력본부 태양광,10.352332,61.69438,0.1,0.0,29.21347,36922.414,16.62,64.166664,51.0,37.48313,129.1453
