,0
일사량,0.9653778293395965
평균기온,0.294038126599847
평균습도,0.1949894080049537
일조시간,0.10912524898144417
평균운량,0.07737113353031261
총강수량,0.027437854907326083
평균풍속,0.024077261465570175
총적설량,0.007198479341343376
설비용량(MW),0.0
