,0
일사량,4.372775747168841
일조시간,1.3992922932782097
평균습도,1.120849757327097
평균풍속,0.38311036473903737
평균운량,0.3749658567961797
총적설량,0.3195800968210778
평균기온,0.29592992040521154
총강수량,0.17985393015762186
설비용량(MW),0.0
