,0
일사량,1.4373553023163401
평균기온,0.259182024084075
평균풍속,0.21799711347530934
평균습도,0.1873051528541565
평균운량,0.15249646291412608
총적설량,0.11226138926731115
일조시간,0.08843368609312004
총강수량,0.05058307360753798
설비용량(MW),0.0
