,0
일사량,2.14392092412634
평균기온,0.2914917003281447
평균습도,0.18570395988278005
평균운량,0.12042272521236716
일조시간,0.08171313935679918
총강수량,0.052479378572875955
총적설량,0.04988355262867794
평균풍속,0.023161312868191276
설비용량(MW),0.0
