,0
일사량,5.59295010249062
평균기온,0.8822600455467803
평균습도,0.6543111340059602
평균풍속,0.5900674374503931
총적설량,0.36030518622115537
총강수량,0.3271712552634469
평균운량,0.3249748072987298
일조시간,0.0022749600394384615
설비용량(MW),0.0
