,0
일사량,0.8934437156421107
평균기온,0.4626977427955294
일조시간,0.3921615695386709
평균운량,0.11770317042865376
평균습도,0.10450231136860033
평균풍속,0.09068686516112565
총강수량,0.07153697051122282
총적설량,0.04628970062434784
설비용량(MW),0.0
