,0
일사량,3.6306438871430506
평균습도,0.41486757608101993
평균기온,0.3240062657996184
평균풍속,0.13933454922261837
총강수량,0.07501967517765477
일조시간,0.07377428768136869
평균운량,0.06642452812821548
총적설량,0.028845702606105226
설비용량(MW),0.0
