,0
일사량,1.680276335560559
일조시간,1.359888683688915
평균기온,0.7820969386553543
평균습도,0.7759249829572773
평균풍속,0.3762983113667409
평균운량,0.2645659968681865
총강수량,0.20693854002867396
총적설량,0.013011282846384859
설비용량(MW),0.0
