,0
일사량,3.768524698817888
평균습도,0.8870811292825351
일조시간,0.5718119521988462
평균풍속,0.5072109763871312
평균운량,0.4295696688469037
평균기온,0.23386336457255594
총적설량,0.16473960550320854
총강수량,0.15628045776282407
설비용량(MW),0.13132977866210027
