,0
일사량,5.970094621578456
평균습도,2.274633290177026
일조시간,1.5784990083203654
평균기온,1.296014038541879
평균풍속,1.2643300331840428
평균운량,0.5648263556849892
총강수량,0.34590378554038453
총적설량,0.21307568651674044
설비용량(MW),0.0
