,0
일사량,0.39906026997090327
평균습도,0.09065519083125745
평균기온,0.04626710695824886
일조시간,0.03371670794721504
평균풍속,0.019786361472483752
평균운량,0.01423478335554445
총강수량,0.013979455750530638
총적설량,0.011196839110663678
설비용량(MW),0.0
