,0
일사량,1.8377067456082168
평균습도,0.20870201306284994
일조시간,0.20598365893586873
평균풍속,0.18883736057837822
평균기온,0.09684429891045675
총강수량,0.045981084096729324
총적설량,0.04180719571796287
평균운량,0.025480594408992724
설비용량(MW),0.0
