,0
일사량,0.5946188136356401
평균기온,0.11818327553906292
일조시간,0.09611081123068915
평균습도,0.07007111700512636
평균운량,0.033947795744553366
평균풍속,0.029938277232869546
총강수량,0.01076998642987263
총적설량,0.001444039629432725
설비용량(MW),0.0
