,0
일사량,1.6146374064558942
일조시간,0.947114289716521
평균기온,0.7253631053315817
평균운량,0.45656206633728946
총적설량,0.39789408356759465
평균습도,0.15993044132187964
평균풍속,0.14597223200571077
총강수량,0.08693729168870165
설비용량(MW),0.0
