,0
일사량,3.3245291448307204
평균습도,0.7519492407900771
평균기온,0.6516973122728723
평균풍속,0.5463453492238582
일조시간,0.3940213132445041
평균운량,0.1739596114396599
총적설량,0.1231030682577752
총강수량,0.035058034462275914
설비용량(MW),0.0
