,0
일사량,1.2932125688346174
일조시간,0.4729105066756058
평균습도,0.3973113041624838
평균기온,0.36050633965624845
평균운량,0.2196322760578322
평균풍속,0.17922552289414412
총강수량,0.08370059401625267
총적설량,0.06858041204210677
설비용량(MW),0.0
