,0
일사량,1.688633576638414
평균기온,0.9248315905342858
평균습도,0.6783509917766694
일조시간,0.6636100195947445
평균풍속,0.32321812495934277
평균운량,0.21230751618845925
총강수량,0.17586716600473887
총적설량,0.13200048032026646
설비용량(MW),0.0
