feature,importance
일사량,0.3632057
일조시간,0.3579795
총강수량,0.10593218
평균습도,0.051215127
평균기온,0.040500984
평균운량,0.03810965
평균풍속,0.028138919
총적설량,0.014917924
설비용량(MW),0.0
