feature,importance
일조시간,0.412475
일사량,0.3050052
총강수량,0.14503177
평균습도,0.045772184
평균기온,0.034420907
평균운량,0.029495843
평균풍속,0.019305201
총적설량,0.008493864
설비용량(MW),0.0
