Model,R2,RMSE,MAE
Voting,0.706817210816812,4.7243026039503,3.4347740630854857
Stacking,0.6979917335382007,4.794881589800426,3.4003588472416895
Blending,0.72145381147408,4.60486689746569,3.280677156383338
