feature,importance
일사량,0.74986583
일조시간,0.07519643
총강수량,0.057400387
평균풍속,0.03091841
평균운량,0.025196671
평균기온,0.023849942
평균습도,0.018889599
총적설량,0.018682754
설비용량(MW),0.0
